,graph_name,code,internal_name,name,directory,data_source,availability,consistency_check,category,node_meaning,edge_meaning,network_format,edge_type,temporal_data,reciprocal,directed_cycles,loops,snapshot,dataset_timestamp,network_join,orientation,multiplicity,connectedness,txt_file_size,compressed_txt_file_size,zero_weights,skew_symmetry,complete,k_core,tournament,paths
1025,edit-sqwiki,sq,edit-sqwiki,Wikipedia edits (sq),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1026,wikipedia_link_cy,Wcy,wikipedia_link_cy,Wikipedia links (cy),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1027,wiki_talk_nl,Tnl,wiki_talk_nl,Wikipedia talk (nl),,https://zenodo.org/record/49561,Dataset is available for download,Dataset passed all tests,Communication network,User,Message,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,,2017-10-27,,,,,,,,,,,,
1028,petster-catdog-household,PKh,petster-catdog-household,Catster/dogster households,,,Dataset is available for download,Dataset passed all tests,Online social network,,,"Unipartite, undirected","Unweighted, no multiple edges",,,,Does not contain loops,,,,,,,,,,,,,,
1029,discogs_lgenre,Dr,discogs_lgenre,Discogs label–genre,,http://www.discogs.com/,Dataset is available for download,Dataset passed all tests,Feature network,"Label, genre",Feature,"Bipartite, undirected","Unweighted, multiple edges",,,,,,,,,,,,,,,,,,
1030,sx-superuser,su,sx-superuser,Super User,,http://snap.stanford.edu/data/sx-Super,Dataset is available for download,Dataset passed all tests,Online contact network,User,Answer/comment,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,Is a snapshot and likely to not contain all data,,,,,,,,,,,,,
1031,edit-minwiki,min,edit-minwiki,Wikipedia edits (min),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1032,dimacs10-cnr-2000,IC,dimacs10-cnr-2000,Italian CNR,,https://www.cc.gatech.edu/dimacs10/archive/clustering.shtml,Dataset is available for download,Dataset passed all tests,Hyperlink network,Page,Hyperlink,"Unipartite, undirected","Unweighted, no multiple edges",,,,Does not contain loops,Is a snapshot and likely to not contain all data,2000,,"Is not directed, but the underlying data is","Does not have multiple edges, but the underlying data has",,,,,,,,,
1033,edit-tawiktionary,mta,edit-tawiktionary,Wiktionary edits (ta),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1034,edit-brwiki,br,edit-brwiki,Wikipedia edits (br),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1035,dbtropes-feature,DBT,dbtropes-feature,TV Tropes,,http://dbtropes.org/,Dataset is available for download,Dataset passed all tests,Feature network,"Work, trope",HasFeature,"Bipartite, undirected","Unweighted, no multiple edges",,,,,,,,,,,,,,,,,,
1036,lasagne-yahoo,YD,lasagne-yahoo,Yahoo advertisers,,http://amici.dsi.unifi.it/lasagne/?page_id=227,Dataset is available for download,Dataset passed all tests,Lexical network,Word,Adjacency,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1037,zhishi-baidu-relatedpages,BAr,zhishi-baidu-relatedpages,Baidu related,,http://zhishi.me/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Connection,"Unipartite, directed","Unweighted, multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1038,komarix-imdb,IM,komarix-imdb,IMDB,,http://komarix.org/ac/ds/,Dataset is available for download,Dataset passed all tests,Affiliation network,"Person, work",Association,"Bipartite, undirected","Unweighted, no multiple edges",,,,,,,,,,,,,,,,,,
1039,dimacs9-FLA,9F,dimacs9-FLA,Florida,,http://www.diag.uniroma1.it/challenge9/download.shtml,Dataset is available for download,Dataset passed all tests,Infrastructure network,Node,Road,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,1991,,,,,,,,,,,,
1040,edit-itwikisource,qit,edit-itwikisource,Wikiquote edits (it),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1041,lkml_person-thread,LK,lkml_person-thread,Linux kernel mailing list threads,,,Dataset is available for download,Dataset passed all tests,Interaction network,"Person, thread",Post,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2006 ⋯ 2013,,,,,,,,,,,,
1042,edit-ltwiktionary,mlt,edit-ltwiktionary,Wiktionary edits (lt),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1043,com-youtube,CY,com-youtube,Youtube friendships,,http://snap.stanford.edu/data/com-Youtube.html,Dataset is available for download,Dataset passed all tests,Online social network,User,Friendship,"Unipartite, undirected","Unweighted, no multiple edges",,,,Does not contain loops,,,,,,,,,,,,,,
1044,edit-cewiki,ce,edit-cewiki,Wikipedia edits (ce),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1045,edit-be_x_oldwiki,be-x-old,edit-be_x_oldwiki,Wikipedia edits (be-x-old),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1046,ca-cit-HepTh,TH,ca-cit-HepTh,arXiv hep-th,,http://snap.stanford.edu/data/cit-HepTh.html,Dataset is available for download,Dataset passed all tests,Co-citation network,Author,Co-citation,"Unipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,Does not contain loops,,,Is the join of an underlying network,,,,,,,,,,,
1047,edit-zh_min_nanwiki,zh-min-nan,edit-zh_min_nanwiki,Wikipedia edits (zh-min-nan),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1048,dimacs9-NW,9N,dimacs9-NW,Northwest USA,,http://www.diag.uniroma1.it/challenge9/download.shtml,Dataset is available for download,Dataset passed all tests,Infrastructure network,Node,Road,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,1991,,,,,,,,,,,,
1049,link-dynamic-simplewiki,Us,link-dynamic-simplewiki,Wikipedia dynamic (simple),,,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Reference,"Unipartite, directed",Dynamic,Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1050,hyves,HY,hyves,Hyves,,http://socialcomputing.asu.edu/datasets/Hyves,Dataset is available for download,Dataset passed all tests,Online social network,User,Friendship,"Unipartite, undirected","Unweighted, no multiple edges",,,,Does not contain loops,,,,,,,,,,,,,,
1051,edit-lbwiki,lb,edit-lbwiki,Wikipedia edits (lb),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1052,roadNet-CA,RO,roadNet-CA,California,,http://snap.stanford.edu/data/roadNet-CA.html,Dataset is available for download,Dataset passed all tests,Infrastructure network,Intersection/endpoint,Connection,"Unipartite, undirected","Unweighted, no multiple edges",,,,Does not contain loops,,,,,,,,,,,,,,
1053,wikipedia_link_lmo,Wlmo,wikipedia_link_lmo,Wikipedia links (lmo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1054,edit-uzwiki,uz,edit-uzwiki,Wikipedia edits (uz),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1055,edit-ocwiki,oc,edit-ocwiki,Wikipedia edits (oc),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1056,amazon0312,Am,amazon0312,"Amazon (TWEB, 0312)",,http://snap.stanford.edu/data/amazonDATE.html,Dataset is not available for download,Dataset passed all tests,Miscellaneous network,Product,Co-purchase,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,,,,,,,,,,,,,
1057,edit-trwiktionary,mtr,edit-trwiktionary,Wiktionary edits (tr),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1058,wikipedia_link_lv,Wlv,wikipedia_link_lv,Wikipedia links (lv),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1059,wikipedia_link_nn,Wnn,wikipedia_link_nn,Wikipedia links (nn),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1060,wikipedia_link_la,Wla,wikipedia_link_la,Wikipedia links (la),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1061,edit-ttwiki,tt,edit-ttwiki,Wikipedia edits (tt),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1062,digg-friends,DF,digg-friends,Digg friends,,http://www.isi.edu/~lerman/downloads/digg2009.html,Dataset is available for download,Dataset passed all tests,Online social network,User,Vote,"Unipartite, directed","Unweighted, no multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Does not contain loops,Is a snapshot and likely to not contain all data,2009,,,,,,,,,,,,
1063,wikipedia_link_sa,Wsa,wikipedia_link_sa,Wikipedia links (sa),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1064,edit-viwiktionary,mvi,edit-viwiktionary,Wiktionary edits (vi),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1065,amazon0505,Am,amazon0505,"Amazon (TWEB, 0505)",,http://snap.stanford.edu/data/amazonDATE.html,Dataset is not available for download,Dataset passed all tests,Miscellaneous network,Product,Co-purchase,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,,,,,,,,,,,,,
1066,edit-tewiki,te,edit-tewiki,Wikipedia edits (te),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1067,amazon0601,Am,amazon0601,"Amazon (TWEB, 0601)",,http://snap.stanford.edu/data/amazonDATE.html,Dataset is available for download,Dataset passed all tests,Miscellaneous network,Product,Co-purchase,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,,,,,,,,,,,,,
1068,gottron-excellent,EX,gottron-excellent,Wikipedia words (en),,http://en.wikipedia.org/wiki/Wikipedia:Featured_articles,Dataset is available for download,Dataset passed all tests,Text network,"Article, word",Inclusion,"Bipartite, undirected","Unweighted, multiple edges",,,,,Is a snapshot and likely to not contain all data,,,,,,,,,,,,,
1069,edit-kuwiktionary,mku,edit-kuwiktionary,Wiktionary edits (ku),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1070,bag-enron,EN,bag-enron,Enron words,,http://archive.ics.uci.edu/ml/datasets/Bag+of+Words,Dataset is available for download,Dataset passed all tests,Text network,"Document, word",Occurrence,"Bipartite, undirected","Unweighted, multiple edges",,,,,,,,,,,,,,,,,,
1071,wiki_talk_ar,Tar,wiki_talk_ar,Wikipedia talk (ar),,https://zenodo.org/record/49561,Dataset is available for download,Dataset passed all tests,Communication network,User,Message,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,,2017-10-27,,,,,,,,,,,,
1072,edit-huwiktionary,mhu,edit-huwiktionary,Wiktionary edits (hu),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1073,wikipedia_link_uz,Wuz,wikipedia_link_uz,Wikipedia links (uz),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1074,wiki-en-cat,WC,wiki-en-cat,Wikipedia categories (en),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Feature network,"Article, category",Inclusion,"Bipartite, undirected","Unweighted, no multiple edges",,,,,,,,,,,,,,,,,,
1075,edit-ptwiktionary,mpt,edit-ptwiktionary,Wiktionary edits (pt),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1076,edit-tawiki,ta,edit-tawiki,Wikipedia edits (ta),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1077,discogs_lstyle,Ds,discogs_lstyle,Discogs label–style,,http://www.discogs.com/,Dataset is available for download,Dataset passed all tests,Feature network,"Label, style",Feature,"Bipartite, undirected","Unweighted, multiple edges",,,,,,,,,,,,,,,,,,
1078,edit-enwikivoyage,ven,edit-enwikivoyage,Wikivoyage edits (en),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1079,edit-bswiki,bs,edit-bswiki,Wikipedia edits (bs),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1080,wiki_talk_ru,Tru,wiki_talk_ru,Wikipedia talk (ru),,https://zenodo.org/record/49561,Dataset is available for download,Dataset passed all tests,Communication network,User,Message,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,,2017-10-27,,,,,,,,,,,,
1081,edit-kkwiki,kk,edit-kkwiki,Wikipedia edits (kk),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1082,actor2,IM,actor2,IMDB,,http://www.cise.ufl.edu/research/sparse/matrices/Pajek/IMDB.html,Dataset is available for download,Dataset passed all tests,Affiliation network,"Movie, actor",Appearance,"Bipartite, undirected","Unweighted, no multiple edges",,,,,,2006,,,,,,,,,,,,
1083,edit-enwikibooks,ben,edit-enwikibooks,Wikibooks edits (en),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1084,wikipedia_link_az,Waz,wikipedia_link_az,Wikipedia links (az),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1085,edit-mlwiki,ml,edit-mlwiki,Wikipedia edits (ml),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1086,wikipedia_link_zh_min_nan,Wzh-min-nan,wikipedia_link_zh_min_nan,Wikipedia links (zh-min-nan),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1087,edit-bewiki,be,edit-bewiki,Wikipedia edits (be),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1088,edit-iowiktionary,mio,edit-iowiktionary,Wiktionary edits (io),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1089,wiki_talk_pt,Tpt,wiki_talk_pt,Wikipedia talk (pt),,https://zenodo.org/record/49561,Dataset is available for download,Dataset passed all tests,Communication network,User,Message,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,,2017-10-27,,,,,,,,,,,,
1090,edit-lvwiki,lv,edit-lvwiki,Wikipedia edits (lv),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1091,petster-friendships-cat,Sc,petster-friendships-cat,Catster,,,Dataset is available for download,Dataset passed all tests,Online social network,User,Friendship,"Unipartite, undirected","Unweighted, no multiple edges",,,,Contains loops,,,,,,,,,,,,,,
1092,wikipedia-discussions-de,WD,wikipedia-discussions-de,Wikipedia threads (de),,,Dataset is available for download,Dataset passed all tests,Communication network,User,Reply,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,Is a snapshot and likely to not contain all data,,,,,,,,,,,,,
1093,dimacs9-NE,9N,dimacs9-NE,Northeast USA,,http://www.diag.uniroma1.it/challenge9/download.shtml,Dataset is available for download,Dataset passed all tests,Infrastructure network,Node,Road,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,1991,,,,,,,,,,,,
1094,edit-bnwiki,bn,edit-bnwiki,Wikipedia edits (bn),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1095,wikipedia_link_tt,Wtt,wikipedia_link_tt,Wikipedia links (tt),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1096,edit-ruwikisource,qru,edit-ruwikisource,Wikiquote edits (ru),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1097,wiki_talk_zh,Tzh,wiki_talk_zh,Wikipedia talk (zh),,https://zenodo.org/record/49561,Dataset is available for download,Dataset passed all tests,Communication network,User,Message,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,,2017-10-27,,,,,,,,,,,,
1098,wikipedia_link_mk,Wmk,wikipedia_link_mk,Wikipedia links (mk),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1099,edit-urwiki,ur,edit-urwiki,Wikipedia edits (ur),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1100,wikipedia_link_ka,Wka,wikipedia_link_ka,Wikipedia links (ka),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1101,edit-mkwiki,mk,edit-mkwiki,Wikipedia edits (mk),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1102,jester1,J1,jester1,Jester 100,,http://eigentaste.berkeley.edu/dataset/,Dataset is available for download,Dataset passed all tests,Rating network,"User, joke",Rating,"Bipartite, undirected","Ratings, no multiple edges",,,,,,1999 ⋯ 2003,,,,,,,,,,,,
1103,bibsonomy-2ut,But,bibsonomy-2ut,BibSonomy user–tag,,http://www.kde.cs.uni-kassel.de/bibsonomy/dumps,Dataset is available for download,Dataset passed all tests,Interaction network,"User, tag",Assignment,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2010,,,,,,,,,,,,
1104,wikipedia_link_simple,Wsimple,wikipedia_link_simple,Wikipedia links (simple),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1105,edit-svwiktionary,msv,edit-svwiktionary,Wiktionary edits (sv),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1106,wiki_talk_es,Tes,wiki_talk_es,Wikipedia talk (es),,https://zenodo.org/record/49561,Dataset is available for download,Dataset passed all tests,Communication network,User,Message,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,,2017-10-27,,,,,,,,,,,,
1107,wikipedia_link_et,Wet,wikipedia_link_et,Wikipedia links (et),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1108,bibsonomy-2ui,Bui,bibsonomy-2ui,BibSonomy user–item,,http://www.kde.cs.uni-kassel.de/bibsonomy/dumps,Dataset is available for download,Dataset passed all tests,Interaction network,"User, publication",Tag assignment,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2010,,,,,,,,,,,,
1109,edit-cywiki,cy,edit-cywiki,Wikipedia edits (cy),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1110,edit-nnwiki,nn,edit-nnwiki,Wikipedia edits (nn),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
1111,bibsonomy-2ti,Bti,bibsonomy-2ti,BibSonomy tag–item,,http://www.kde.cs.uni-kassel.de/bibsonomy/dumps,Dataset is available for download,Dataset passed all tests,Feature network,"Tag, publication",Assignment,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2010,,,,,,,,,,,,
1112,wiki-Talk,WK,wiki-Talk,Wikipedia messages (en),,http://snap.stanford.edu/data/wiki-Talk.html,Dataset is available for download,Dataset passed all tests,Communication network,User,Message,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,Is a snapshot and likely to not contain all data,,,,"Does not have multiple edges, but the underlying data has",,,,,,,,,
1113,munmun_twitterex_ti,Wti,munmun_twitterex_ti,Twitter tag–item,,http://www.public.asu.edu/~mdechoud/datasets.html,Dataset is not available for download,Dataset passed all tests,Feature network,"Hashtag, URL",Co-occurrence,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,Is a snapshot and likely to not contain all data,2010,,,,,,,,,,,,
1114,wikipedia_link_bug,Wbug,wikipedia_link_bug,Wikipedia links (bug),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
1115,wikipedia_link_tg,Wtg,wikipedia_link_tg,Wikipedia links (tg),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
