graph_name,name,code,n,m,konect_url,data_url
roadNet-TX,Texas,R1,1379917,1921660,http://konect.cc/networks/roadNet-TX/,http://konect.cc/files/download.tsv.roadNet-TX.tar.bz2
pics_ui,vi.sualize.us user–item,Vui,512524,2298816,http://konect.cc/networks/pics_ui/,http://konect.cc/files/download.tsv.pics_ui.tar.bz2
web-Stanford,Stanford,SF,281903,2312497,http://konect.cc/networks/web-Stanford/,http://konect.cc/files/download.tsv.web-Stanford.tar.bz2
petster-dog-household,Dogster households,PDh,260390,2148179,http://konect.cc/networks/petster-dog-household/,http://konect.cc/files/download.tsv.petster-dog-household.tar.bz2
wikipedia_link_sq,Wikipedia links (sq),Wsq,97940,2491433,http://konect.cc/networks/wikipedia_link_sq/,http://konect.cc/files/download.tsv.wikipedia_link_sq.tar.bz2
wikipedia_link_be_x_old,Wikipedia links (be-x-old),Wbe-x-old,87179,2549700,http://konect.cc/networks/wikipedia_link_be_x_old/,http://konect.cc/files/download.tsv.wikipedia_link_be_x_old.tar.bz2
edit-enwikiquote,Wikiquote edits (en),qen,186686,1271653,http://konect.cc/networks/edit-enwikiquote/,http://konect.cc/files/download.tsv.edit-enwikiquote.tar.bz2
filmtipset_comment,Filmtipset comments,Fc,75360,1266753,http://konect.cc/networks/filmtipset_comment/,none
wiki_talk_pl,Wikipedia talk (pl),Tpl,155820,1358426,http://konect.cc/networks/wiki_talk_pl/,http://konect.cc/files/download.tsv.wiki_talk_pl.tar.bz2
wikipedia_link_ne,Wikipedia links (ne),Wne,36211,2941201,http://konect.cc/networks/wikipedia_link_ne/,http://konect.cc/files/download.tsv.wikipedia_link_ne.tar.bz2
edit-iswiki,Wikipedia edits (is),is,124118,1393848,http://konect.cc/networks/edit-iswiki/,http://konect.cc/files/download.tsv.edit-iswiki.tar.bz2
edit-tlwiki,Wikipedia edits (tl),tl,227374,1372133,http://konect.cc/networks/edit-tlwiki/,http://konect.cc/files/download.tsv.edit-tlwiki.tar.bz2
edit-mrwiki,Wikipedia edits (mr),mr,206373,1396816,http://konect.cc/networks/edit-mrwiki/,http://konect.cc/files/download.tsv.edit-mrwiki.tar.bz2
edit-afwiki,Wikipedia edits (af),af,117392,1460196,http://konect.cc/networks/edit-afwiki/,http://konect.cc/files/download.tsv.edit-afwiki.tar.bz2
edit-anwiki,Wikipedia edits (an),an,107915,1511668,http://konect.cc/networks/edit-anwiki/,http://konect.cc/files/download.tsv.edit-anwiki.tar.bz2
stackexchange-stackoverflow,Stack Overflow,SO,641876,1301942,http://konect.cc/networks/stackexchange-stackoverflow/,http://konect.cc/files/download.tsv.stackexchange-stackoverflow.tar.bz2
edit-shwiktionary,Wiktionary edits (sh),msh,916627,1462476,http://konect.cc/networks/edit-shwiktionary/,http://konect.cc/files/download.tsv.edit-shwiktionary.tar.bz2
wikipedia_link_bn,Wikipedia links (bn),Wbn,226501,2832143,http://konect.cc/networks/wikipedia_link_bn/,http://konect.cc/files/download.tsv.wikipedia_link_bn.tar.bz2
edit-enwikiversity,Wikiversity edits (en),yen,199910,1407455,http://konect.cc/networks/edit-enwikiversity/,http://konect.cc/files/download.tsv.edit-enwikiversity.tar.bz2
wikipedia_link_te,Wikipedia links (te),Wte,93596,2930023,http://konect.cc/networks/wikipedia_link_te/,http://konect.cc/files/download.tsv.wikipedia_link_te.tar.bz2
edit-plwikisource,Wikiquote edits (pl),qpl,581646,1472273,http://konect.cc/networks/edit-plwikisource/,http://konect.cc/files/download.tsv.edit-plwikisource.tar.bz2
edit-sqwiki,Wikipedia edits (sq),sq,197191,1520527,http://konect.cc/networks/edit-sqwiki/,http://konect.cc/files/download.tsv.edit-sqwiki.tar.bz2
wikipedia_link_cy,Wikipedia links (cy),Wcy,142648,2967435,http://konect.cc/networks/wikipedia_link_cy/,http://konect.cc/files/download.tsv.wikipedia_link_cy.tar.bz2
wiki_talk_nl,Wikipedia talk (nl),Tnl,225749,1554699,http://konect.cc/networks/wiki_talk_nl/,http://konect.cc/files/download.tsv.wiki_talk_nl.tar.bz2
petster-catdog-household,Catster/dogster households,PKh,333111,2643012,http://konect.cc/networks/petster-catdog-household/,http://konect.cc/files/download.tsv.petster-catdog-household.tar.bz2
discogs_lgenre,Discogs label–genre,Dr,270786,4147665,http://konect.cc/networks/discogs_lgenre/,http://konect.cc/files/download.tsv.discogs_lgenre.tar.bz2
sx-superuser,Super User,su,194085,1443339,http://konect.cc/networks/sx-superuser/,http://konect.cc/files/download.tsv.sx-superuser.tar.bz2
edit-minwiki,Wikipedia edits (min),min,317818,1539666,http://konect.cc/networks/edit-minwiki/,http://konect.cc/files/download.tsv.edit-minwiki.tar.bz2
dimacs10-cnr-2000,Italian CNR,IC,325557,2738969,http://konect.cc/networks/dimacs10-cnr-2000/,http://konect.cc/files/download.tsv.dimacs10-cnr-2000.tar.bz2
edit-tawiktionary,Wiktionary edits (ta),mta,367883,1623615,http://konect.cc/networks/edit-tawiktionary/,http://konect.cc/files/download.tsv.edit-tawiktionary.tar.bz2
edit-brwiki,Wikipedia edits (br),br,128363,1662810,http://konect.cc/networks/edit-brwiki/,http://konect.cc/files/download.tsv.edit-brwiki.tar.bz2
dbtropes-feature,TV Tropes,DBT,152093,3232134,http://konect.cc/networks/dbtropes-feature/,http://konect.cc/files/download.tsv.dbtropes-feature.tar.bz2
lasagne-yahoo,Yahoo advertisers,YD,653260,2931708,http://konect.cc/networks/lasagne-yahoo/,http://konect.cc/files/download.tsv.lasagne-yahoo.tar.bz2
zhishi-baidu-relatedpages,Baidu related,BAr,415641,3284387,http://konect.cc/networks/zhishi-baidu-relatedpages/,http://konect.cc/files/download.tsv.zhishi-baidu-relatedpages.tar.bz2
komarix-imdb,IMDB,IM,871982,2715604,http://konect.cc/networks/komarix-imdb/,http://konect.cc/files/download.tsv.komarix-imdb.tar.bz2
dimacs9-FLA,Florida,9F,1070376,2687902,http://konect.cc/networks/dimacs9-FLA/,http://konect.cc/files/download.tsv.dimacs9-FLA.tar.bz2
edit-itwikisource,Wikiquote edits (it),qit,439571,1654816,http://konect.cc/networks/edit-itwikisource/,http://konect.cc/files/download.tsv.edit-itwikisource.tar.bz2
lkml_person-thread,Linux kernel mailing list threads,LK,379554,1565683,http://konect.cc/networks/lkml_person-thread/,http://konect.cc/files/download.tsv.lkml_person-thread.tar.bz2
edit-ltwiktionary,Wiktionary edits (lt),mlt,689678,1693277,http://konect.cc/networks/edit-ltwiktionary/,http://konect.cc/files/download.tsv.edit-ltwiktionary.tar.bz2
com-youtube,Youtube friendships,CY,1134890,2987624,http://konect.cc/networks/com-youtube/,http://konect.cc/files/download.tsv.com-youtube.tar.bz2
edit-cewiki,Wikipedia edits (ce),ce,187459,1776311,http://konect.cc/networks/edit-cewiki/,http://konect.cc/files/download.tsv.edit-cewiki.tar.bz2
edit-be_x_oldwiki,Wikipedia edits (be-x-old),be-x-old,164905,1770298,http://konect.cc/networks/edit-be_x_oldwiki/,http://konect.cc/files/download.tsv.edit-be_x_oldwiki.tar.bz2
ca-cit-HepTh,arXiv hep-th,TH,22908,2673133,http://konect.cc/networks/ca-cit-HepTh/,http://konect.cc/files/download.tsv.ca-cit-HepTh.tar.bz2
edit-zh_min_nanwiki,Wikipedia edits (zh-min-nan),zh-min-nan,660825,1731598,http://konect.cc/networks/edit-zh_min_nanwiki/,http://konect.cc/files/download.tsv.edit-zh_min_nanwiki.tar.bz2
dimacs9-NW,Northwest USA,9N,1207945,2820774,http://konect.cc/networks/dimacs9-NW/,http://konect.cc/files/download.tsv.dimacs9-NW.tar.bz2
link-dynamic-simplewiki,Wikipedia dynamic (simple),Us,100312,1627472,http://konect.cc/networks/link-dynamic-simplewiki/,http://konect.cc/files/download.tsv.link-dynamic-simplewiki.tar.bz2
hyves,Hyves,HY,1402673,2777419,http://konect.cc/networks/hyves/,http://konect.cc/files/download.tsv.hyves.tar.bz2
edit-lbwiki,Wikipedia edits (lb),lb,114727,1875160,http://konect.cc/networks/edit-lbwiki/,http://konect.cc/files/download.tsv.edit-lbwiki.tar.bz2
roadNet-CA,California,RO,1965206,2766607,http://konect.cc/networks/roadNet-CA/,http://konect.cc/files/download.tsv.roadNet-CA.tar.bz2
wikipedia_link_lmo,Wikipedia links (lmo),Wlmo,52214,3623678,http://konect.cc/networks/wikipedia_link_lmo/,http://konect.cc/files/download.tsv.wikipedia_link_lmo.tar.bz2
edit-uzwiki,Wikipedia edits (uz),uz,619358,1802425,http://konect.cc/networks/edit-uzwiki/,http://konect.cc/files/download.tsv.edit-uzwiki.tar.bz2
edit-ocwiki,Wikipedia edits (oc),oc,143371,1927431,http://konect.cc/networks/edit-ocwiki/,http://konect.cc/files/download.tsv.edit-ocwiki.tar.bz2
amazon0312,"Amazon (TWEB, 0312)",Am,400727,3200440,http://konect.cc/networks/amazon0312/,none
edit-trwiktionary,Wiktionary edits (tr),mtr,381017,1882538,http://konect.cc/networks/edit-trwiktionary/,http://konect.cc/files/download.tsv.edit-trwiktionary.tar.bz2
wikipedia_link_lv,Wikipedia links (lv),Wlv,190048,3739941,http://konect.cc/networks/wikipedia_link_lv/,http://konect.cc/files/download.tsv.wikipedia_link_lv.tar.bz2
wikipedia_link_nn,Wikipedia links (nn),Wnn,215911,3566744,http://konect.cc/networks/wikipedia_link_nn/,http://konect.cc/files/download.tsv.wikipedia_link_nn.tar.bz2
wikipedia_link_la,Wikipedia links (la),Wla,181160,3563825,http://konect.cc/networks/wikipedia_link_la/,http://konect.cc/files/download.tsv.wikipedia_link_la.tar.bz2
edit-ttwiki,Wikipedia edits (tt),tt,175460,1960260,http://konect.cc/networks/edit-ttwiki/,http://konect.cc/files/download.tsv.edit-ttwiki.tar.bz2
digg-friends,Digg friends,DF,279630,1731653,http://konect.cc/networks/digg-friends/,http://konect.cc/files/download.tsv.digg-friends.tar.bz2
wikipedia_link_sa,Wikipedia links (sa),Wsa,21779,3720076,http://konect.cc/networks/wikipedia_link_sa/,http://konect.cc/files/download.tsv.wikipedia_link_sa.tar.bz2
edit-viwiktionary,Wiktionary edits (vi),mvi,246124,1964619,http://konect.cc/networks/edit-viwiktionary/,http://konect.cc/files/download.tsv.edit-viwiktionary.tar.bz2
amazon0505,"Amazon (TWEB, 0505)",Am,410236,3356824,http://konect.cc/networks/amazon0505/,none
edit-tewiki,Wikipedia edits (te),te,232888,1968229,http://konect.cc/networks/edit-tewiki/,http://konect.cc/files/download.tsv.edit-tewiki.tar.bz2
amazon0601,"Amazon (TWEB, 0601)",Am,403394,3387388,http://konect.cc/networks/amazon0601/,http://konect.cc/files/download.tsv.amazon0601.tar.bz2
gottron-excellent,Wikipedia words (en),EX,276739,7846807,http://konect.cc/networks/gottron-excellent/,http://konect.cc/files/download.tsv.gottron-excellent.tar.bz2
edit-kuwiktionary,Wiktionary edits (ku),mku,530893,2071885,http://konect.cc/networks/edit-kuwiktionary/,http://konect.cc/files/download.tsv.edit-kuwiktionary.tar.bz2
bag-enron,Enron words,EN,67960,6412172,http://konect.cc/networks/bag-enron/,http://konect.cc/files/download.tsv.bag-enron.tar.bz2
wiki_talk_ar,Wikipedia talk (ar),Tar,1095799,1913103,http://konect.cc/networks/wiki_talk_ar/,http://konect.cc/files/download.tsv.wiki_talk_ar.tar.bz2
edit-huwiktionary,Wiktionary edits (hu),mhu,388013,2150545,http://konect.cc/networks/edit-huwiktionary/,http://konect.cc/files/download.tsv.edit-huwiktionary.tar.bz2
wikipedia_link_uz,Wikipedia links (uz),Wuz,439347,3926707,http://konect.cc/networks/wikipedia_link_uz/,http://konect.cc/files/download.tsv.wikipedia_link_uz.tar.bz2
wiki-en-cat,Wikipedia categories (en),WC,2036440,3795796,http://konect.cc/networks/wiki-en-cat/,http://konect.cc/files/download.tsv.wiki-en-cat.tar.bz2
edit-ptwiktionary,Wiktionary edits (pt),mpt,340357,2252790,http://konect.cc/networks/edit-ptwiktionary/,http://konect.cc/files/download.tsv.edit-ptwiktionary.tar.bz2
edit-tawiki,Wikipedia edits (ta),ta,330121,2191339,http://konect.cc/networks/edit-tawiki/,http://konect.cc/files/download.tsv.edit-tawiki.tar.bz2
discogs_lstyle,Discogs label–style,Ds,244147,5255950,http://konect.cc/networks/discogs_lstyle/,http://konect.cc/files/download.tsv.discogs_lstyle.tar.bz2
edit-enwikivoyage,Wikivoyage edits (en),ven,180704,2271834,http://konect.cc/networks/edit-enwikivoyage/,http://konect.cc/files/download.tsv.edit-enwikivoyage.tar.bz2
edit-bswiki,Wikipedia edits (bs),bs,363654,2341558,http://konect.cc/networks/edit-bswiki/,http://konect.cc/files/download.tsv.edit-bswiki.tar.bz2
wiki_talk_ru,Wikipedia talk (ru),Tru,457017,2282055,http://konect.cc/networks/wiki_talk_ru/,http://konect.cc/files/download.tsv.wiki_talk_ru.tar.bz2
edit-kkwiki,Wikipedia edits (kk),kk,515572,2304757,http://konect.cc/networks/edit-kkwiki/,http://konect.cc/files/download.tsv.edit-kkwiki.tar.bz2
actor2,IMDB,IM,1199919,3782463,http://konect.cc/networks/actor2/,http://konect.cc/files/download.tsv.actor2.tar.bz2
edit-enwikibooks,Wikibooks edits (en),ben,328993,2233443,http://konect.cc/networks/edit-enwikibooks/,http://konect.cc/files/download.tsv.edit-enwikibooks.tar.bz2
wikipedia_link_az,Wikipedia links (az),Waz,167246,4465854,http://konect.cc/networks/wikipedia_link_az/,http://konect.cc/files/download.tsv.wikipedia_link_az.tar.bz2
edit-mlwiki,Wikipedia edits (ml),ml,362166,2349591,http://konect.cc/networks/edit-mlwiki/,http://konect.cc/files/download.tsv.edit-mlwiki.tar.bz2
wikipedia_link_zh_min_nan,Wikipedia links (zh-min-nan),Wzh-min-nan,429317,4421679,http://konect.cc/networks/wikipedia_link_zh_min_nan/,http://konect.cc/files/download.tsv.wikipedia_link_zh_min_nan.tar.bz2
edit-bewiki,Wikipedia edits (be),be,446889,2461702,http://konect.cc/networks/edit-bewiki/,http://konect.cc/files/download.tsv.edit-bewiki.tar.bz2
edit-iowiktionary,Wiktionary edits (io),mio,303742,2537593,http://konect.cc/networks/edit-iowiktionary/,http://konect.cc/files/download.tsv.edit-iowiktionary.tar.bz2
wiki_talk_pt,Wikipedia talk (pt),Tpt,541355,2424962,http://konect.cc/networks/wiki_talk_pt/,http://konect.cc/files/download.tsv.wiki_talk_pt.tar.bz2
edit-lvwiki,Wikipedia edits (lv),lv,327280,2499933,http://konect.cc/networks/edit-lvwiki/,http://konect.cc/files/download.tsv.edit-lvwiki.tar.bz2
petster-friendships-cat,Catster,Sc,149700,5449275,http://konect.cc/networks/petster-friendships-cat/,http://konect.cc/files/download.tsv.petster-friendships-cat.tar.bz2
wikipedia-discussions-de,Wikipedia threads (de),WD,91340,2435731,http://konect.cc/networks/wikipedia-discussions-de/,http://konect.cc/files/download.tsv.wikipedia-discussions-de.tar.bz2
dimacs9-NE,Northeast USA,9N,1524453,3868020,http://konect.cc/networks/dimacs9-NE/,http://konect.cc/files/download.tsv.dimacs9-NE.tar.bz2
edit-bnwiki,Wikipedia edits (bn),bn,545404,2469893,http://konect.cc/networks/edit-bnwiki/,http://konect.cc/files/download.tsv.edit-bnwiki.tar.bz2
wikipedia_link_tt,Wikipedia links (tt),Wtt,136014,4919249,http://konect.cc/networks/wikipedia_link_tt/,http://konect.cc/files/download.tsv.wikipedia_link_tt.tar.bz2
edit-ruwikisource,Wikiquote edits (ru),qru,609903,2434171,http://konect.cc/networks/edit-ruwikisource/,http://konect.cc/files/download.tsv.edit-ruwikisource.tar.bz2
wiki_talk_zh,Wikipedia talk (zh),Tzh,1219241,2284546,http://konect.cc/networks/wiki_talk_zh/,http://konect.cc/files/download.tsv.wiki_talk_zh.tar.bz2
wikipedia_link_mk,Wikipedia links (mk),Wmk,136857,4903213,http://konect.cc/networks/wikipedia_link_mk/,http://konect.cc/files/download.tsv.wikipedia_link_mk.tar.bz2
edit-urwiki,Wikipedia edits (ur),ur,678976,2499640,http://konect.cc/networks/edit-urwiki/,http://konect.cc/files/download.tsv.edit-urwiki.tar.bz2
wikipedia_link_ka,Wikipedia links (ka),Wka,159755,4887982,http://konect.cc/networks/wikipedia_link_ka/,http://konect.cc/files/download.tsv.wikipedia_link_ka.tar.bz2
edit-mkwiki,Wikipedia edits (mk),mk,423143,2583957,http://konect.cc/networks/edit-mkwiki/,http://konect.cc/files/download.tsv.edit-mkwiki.tar.bz2
jester1,Jester 100,J1,73521,4136360,http://konect.cc/networks/jester1/,http://konect.cc/files/download.tsv.jester1.tar.bz2
bibsonomy-2ut,BibSonomy user–tag,But,210467,2555080,http://konect.cc/networks/bibsonomy-2ut/,http://konect.cc/files/download.tsv.bibsonomy-2ut.tar.bz2
wikipedia_link_simple,Wikipedia links (simple),Wsimple,185262,5098259,http://konect.cc/networks/wikipedia_link_simple/,http://konect.cc/files/download.tsv.wikipedia_link_simple.tar.bz2
edit-svwiktionary,Wiktionary edits (sv),msv,624325,2728074,http://konect.cc/networks/edit-svwiktionary/,http://konect.cc/files/download.tsv.edit-svwiktionary.tar.bz2
wiki_talk_es,Wikipedia talk (es),Tes,497446,2702879,http://konect.cc/networks/wiki_talk_es/,http://konect.cc/files/download.tsv.wiki_talk_es.tar.bz2
wikipedia_link_et,Wikipedia links (et),Wet,295546,5143473,http://konect.cc/networks/wikipedia_link_et/,http://konect.cc/files/download.tsv.wikipedia_link_et.tar.bz2
bibsonomy-2ui,BibSonomy user–item,Bui,773241,2555080,http://konect.cc/networks/bibsonomy-2ui/,http://konect.cc/files/download.tsv.bibsonomy-2ui.tar.bz2
edit-cywiki,Wikipedia edits (cy),cy,208087,2767004,http://konect.cc/networks/edit-cywiki/,http://konect.cc/files/download.tsv.edit-cywiki.tar.bz2
edit-nnwiki,Wikipedia edits (nn),nn,328414,2803064,http://konect.cc/networks/edit-nnwiki/,http://konect.cc/files/download.tsv.edit-nnwiki.tar.bz2
bibsonomy-2ti,BibSonomy tag–item,Bti,972120,2555080,http://konect.cc/networks/bibsonomy-2ti/,http://konect.cc/files/download.tsv.bibsonomy-2ti.tar.bz2
wiki-Talk,Wikipedia messages (en),WK,2394385,5021410,http://konect.cc/networks/wiki-Talk/,http://konect.cc/files/download.tsv.wiki-Talk.tar.bz2
munmun_twitterex_ti,Twitter tag–item,Wti,1502611,2635885,http://konect.cc/networks/munmun_twitterex_ti/,none
wikipedia_link_bug,Wikipedia links (bug),Wbug,14266,6504058,http://konect.cc/networks/wikipedia_link_bug/,http://konect.cc/files/download.tsv.wikipedia_link_bug.tar.bz2
wikipedia_link_tg,Wikipedia links (tg),Wtg,110972,5611005,http://konect.cc/networks/wikipedia_link_tg/,http://konect.cc/files/download.tsv.wikipedia_link_tg.tar.bz2
edit-lawiki,Wikipedia edits (la),la,256074,2989365,http://konect.cc/networks/edit-lawiki/,http://konect.cc/files/download.tsv.edit-lawiki.tar.bz2
edit-dewikisource,Wikiquote edits (de),qde,447892,2889203,http://konect.cc/networks/edit-dewikisource/,http://konect.cc/files/download.tsv.edit-dewikisource.tar.bz2
web-Google,Google hyperlinks,GO,875713,5105039,http://konect.cc/networks/web-Google/,http://konect.cc/files/download.tsv.web-Google.tar.bz2
youtube-links,Youtube links,LY,1138499,4942297,http://konect.cc/networks/youtube-links/,http://konect.cc/files/download.tsv.youtube-links.tar.bz2
dimacs9-CAL,California and Nevada,9C,1890815,4630444,http://konect.cc/networks/dimacs9-CAL/,http://konect.cc/files/download.tsv.dimacs9-CAL.tar.bz2
edit-hiwiki,Wikipedia edits (hi),hi,699316,2942630,http://konect.cc/networks/edit-hiwiki/,http://konect.cc/files/download.tsv.edit-hiwiki.tar.bz2
edit-itwiktionary,Wiktionary edits (it),mit,462041,3009010,http://konect.cc/networks/edit-itwiktionary/,http://konect.cc/files/download.tsv.edit-itwiktionary.tar.bz2
edit-fiwiktionary,Wiktionary edits (fi),mfi,442268,3103726,http://konect.cc/networks/edit-fiwiktionary/,http://konect.cc/files/download.tsv.edit-fiwiktionary.tar.bz2
digg-votes,Digg votes,DV,142962,3018197,http://konect.cc/networks/digg-votes/,http://konect.cc/files/download.tsv.digg-votes.tar.bz2
edit-vowiki,Wikipedia edits (vo),vo,251379,3159242,http://konect.cc/networks/edit-vowiki/,http://konect.cc/files/download.tsv.edit-vowiki.tar.bz2
edit-kawiki,Wikipedia edits (ka),ka,337163,3135173,http://konect.cc/networks/edit-kawiki/,http://konect.cc/files/download.tsv.edit-kawiki.tar.bz2
petster-cat-friend,Catster friends,PCf,204473,5448197,http://konect.cc/networks/petster-cat-friend/,http://konect.cc/files/download.tsv.petster-cat-friend.tar.bz2
wikipedia_link_el,Wikipedia links (el),Wel,216365,5890410,http://konect.cc/networks/wikipedia_link_el/,http://konect.cc/files/download.tsv.wikipedia_link_el.tar.bz2
wiki_talk_it,Wikipedia talk (it),Tit,863846,3067680,http://konect.cc/networks/wiki_talk_it/,http://konect.cc/files/download.tsv.wiki_talk_it.tar.bz2
citeulike-ut,CiteULike user–tag,Cut,175992,2411819,http://konect.cc/networks/citeulike-ut/,http://konect.cc/files/download.tsv.citeulike-ut.tar.bz2
wikipedia_link_th,Wikipedia links (th),Wth,266937,5845248,http://konect.cc/networks/wikipedia_link_th/,http://konect.cc/files/download.tsv.wikipedia_link_th.tar.bz2
edit-srwikinews,Wikinews edits (sr),nsr,124174,3129705,http://konect.cc/networks/edit-srwikinews/,http://konect.cc/files/download.tsv.edit-srwikinews.tar.bz2
edit-azwiki,Wikipedia edits (az),az,338081,3230280,http://konect.cc/networks/edit-azwiki/,http://konect.cc/files/download.tsv.edit-azwiki.tar.bz2
citeulike-ti,CiteULike tag–item,Cti,885046,2411819,http://konect.cc/networks/citeulike-ti/,http://konect.cc/files/download.tsv.citeulike-ti.tar.bz2
citeulike-ui,CiteULike user–item,Cui,754484,2411819,http://konect.cc/networks/citeulike-ui/,http://konect.cc/files/download.tsv.citeulike-ui.tar.bz2
webuni,WebUni Magdeburg,WU,206350,3869707,http://konect.cc/networks/webuni/,http://konect.cc/files/download.tsv.webuni.tar.bz2
wikipedia_link_lt,Wikipedia links (lt),Wlt,268159,6091416,http://konect.cc/networks/wikipedia_link_lt/,http://konect.cc/files/download.tsv.wikipedia_link_lt.tar.bz2
edit-kowiktionary,Wiktionary edits (ko),mko,409984,3351194,http://konect.cc/networks/edit-kowiktionary/,http://konect.cc/files/download.tsv.edit-kowiktionary.tar.bz2
edit-nlwiktionary,Wiktionary edits (nl),mnl,658240,3476883,http://konect.cc/networks/edit-nlwiktionary/,http://konect.cc/files/download.tsv.edit-nlwiktionary.tar.bz2
wikipedia_link_be,Wikipedia links (be),Wbe,375911,6563979,http://konect.cc/networks/wikipedia_link_be/,http://konect.cc/files/download.tsv.wikipedia_link_be.tar.bz2
wikipedia_link_gl,Wikipedia links (gl),Wgl,207027,6798252,http://konect.cc/networks/wikipedia_link_gl/,http://konect.cc/files/download.tsv.wikipedia_link_gl.tar.bz2
prosper-loans,Prosper loans,PL,89269,3394979,http://konect.cc/networks/prosper-loans/,http://konect.cc/files/download.tsv.prosper-loans.tar.bz2
ca-cit-HepPh,arXiv hep-ph,PH,28093,4596803,http://konect.cc/networks/ca-cit-HepPh/,http://konect.cc/files/download.tsv.ca-cit-HepPh.tar.bz2
edit-mswiki,Wikipedia edits (ms),ms,819847,3615962,http://konect.cc/networks/edit-mswiki/,http://konect.cc/files/download.tsv.edit-mswiki.tar.bz2
edit-elwiktionary,Wiktionary edits (el),mel,481016,3826713,http://konect.cc/networks/edit-elwiktionary/,http://konect.cc/files/download.tsv.edit-elwiktionary.tar.bz2
wikipedia_link_ur,Wikipedia links (ur),Wur,332057,8079171,http://konect.cc/networks/wikipedia_link_ur/,http://konect.cc/files/download.tsv.wikipedia_link_ur.tar.bz2
wikipedia_link_ce,Wikipedia links (ce),Wce,172283,7301226,http://konect.cc/networks/wikipedia_link_ce/,http://konect.cc/files/download.tsv.wikipedia_link_ce.tar.bz2
wikipedia_link_hr,Wikipedia links (hr),Whr,223125,7295433,http://konect.cc/networks/wikipedia_link_hr/,http://konect.cc/files/download.tsv.wikipedia_link_hr.tar.bz2
edit-glwiki,Wikipedia edits (gl),gl,354254,4106776,http://konect.cc/networks/edit-glwiki/,http://konect.cc/files/download.tsv.edit-glwiki.tar.bz2
edit-etwiki,Wikipedia edits (et),et,424139,4156964,http://konect.cc/networks/edit-etwiki/,http://konect.cc/files/download.tsv.edit-etwiki.tar.bz2
wikipedia_link_sk,Wikipedia links (sk),Wsk,291006,7597315,http://konect.cc/networks/wikipedia_link_sk/,http://konect.cc/files/download.tsv.wikipedia_link_sk.tar.bz2
wikipedia_link_ta,Wikipedia links (ta),Wta,152870,8098155,http://konect.cc/networks/wikipedia_link_ta/,http://konect.cc/files/download.tsv.wikipedia_link_ta.tar.bz2
edit-hrwiki,Wikipedia edits (hr),hr,496141,4236890,http://konect.cc/networks/edit-hrwiki/,http://konect.cc/files/download.tsv.edit-hrwiki.tar.bz2
wikipedia_link_hi,Wikipedia links (hi),Whi,172547,8183314,http://konect.cc/networks/wikipedia_link_hi/,http://konect.cc/files/download.tsv.wikipedia_link_hi.tar.bz2
web-BerkStan,Berkeley/Stanford,BS,685230,7600595,http://konect.cc/networks/web-BerkStan/,http://konect.cc/files/download.tsv.web-BerkStan.tar.bz2
petster-friendships-dog,Dogster,Sd,426820,8546581,http://konect.cc/networks/petster-friendships-dog/,http://konect.cc/files/download.tsv.petster-friendships-dog.tar.bz2
wikipedia_link_sl,Wikipedia links (sl),Wsl,228316,8187935,http://konect.cc/networks/wikipedia_link_sl/,http://konect.cc/files/download.tsv.wikipedia_link_sl.tar.bz2
edit-slwiki,Wikipedia edits (sl),sl,395975,4501672,http://konect.cc/networks/edit-slwiki/,http://konect.cc/files/download.tsv.edit-slwiki.tar.bz2
edit-enwikinews,Wikinews edits (en),nen,2766389,4035910,http://konect.cc/networks/edit-enwikinews/,http://konect.cc/files/download.tsv.edit-enwikinews.tar.bz2
dimacs9-LKS,Great Lakes,9L,2758119,6794808,http://konect.cc/networks/dimacs9-LKS/,http://konect.cc/files/download.tsv.dimacs9-LKS.tar.bz2
edit-ltwiki,Wikipedia edits (lt),lt,447325,4564553,http://konect.cc/networks/edit-ltwiki/,http://konect.cc/files/download.tsv.edit-ltwiki.tar.bz2
edit-eswiktionary,Wiktionary edits (es),mes,901301,4467056,http://konect.cc/networks/edit-eswiktionary/,http://konect.cc/files/download.tsv.edit-eswiktionary.tar.bz2
flickr-groupmemberships,Flickr,FG,499610,8545307,http://konect.cc/networks/flickr-groupmemberships/,http://konect.cc/files/download.tsv.flickr-groupmemberships.tar.bz2
edit-simplewiki,Wikipedia edits (simple),simple,494139,4581775,http://konect.cc/networks/edit-simplewiki/,http://konect.cc/files/download.tsv.edit-simplewiki.tar.bz2
wiki_talk_fr,Wikipedia talk (fr),Tfr,1420367,4641928,http://konect.cc/networks/wiki_talk_fr/,http://konect.cc/files/download.tsv.wiki_talk_fr.tar.bz2
flixster,Flixster,FX,2523386,7918801,http://konect.cc/networks/flixster/,http://konect.cc/files/download.tsv.flixster.tar.bz2
wikipedia_link_eu,Wikipedia links (eu),Weu,371025,8985762,http://konect.cc/networks/wikipedia_link_eu/,http://konect.cc/files/download.tsv.wikipedia_link_eu.tar.bz2
munmun_twitterex_ut,Twitter user–tag,Wut,705632,4664605,http://konect.cc/networks/munmun_twitterex_ut/,http://konect.cc/files/download.tsv.munmun_twitterex_ut.tar.bz2
petster-dog-friend,Dogster friends,PDf,451710,8543549,http://konect.cc/networks/petster-dog-friend/,http://konect.cc/files/download.tsv.petster-dog-friend.tar.bz2
edit-hywiki,Wikipedia edits (hy),hy,767832,4977757,http://konect.cc/networks/edit-hywiki/,http://konect.cc/files/download.tsv.edit-hywiki.tar.bz2
